state,district,market,commodity,modal_price
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ) APMC,Chow Chow,2750.0
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),5400.0
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ) APMC,Onion Green,5400.0
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ) APMC,Cluster beans,4750.0
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ) APMC,Bitter gourd,5250.0
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ) APMC,Bottle gourd,2750.0
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ) APMC,Ashgourd,2100.0
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ) APMC,Ginger(Green),7000.0
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ) APMC,Green Avare(W),5750.0
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ) APMC,Yam(Ratalu),5750.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ) APMC,Banana,5750.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ) APMC,Onion,2400.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ) APMC,Tomato,1650.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ) APMC,Pumpkin,1400.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ) APMC,Ginger(Green),6500.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ) APMC,Betal Leaves,8500.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ) APMC,Sweet Potato,4750.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ) APMC,Carrot,4250.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ) APMC,Snakeguard,5150.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ) APMC,Raddish,2250.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ) APMC,Chow Chow,2200.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ) APMC,Lime,3750.0
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ) APMC,Chikoos(Sapota),3750.0
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ) APMC,Banana - Green,2900.0
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ) APMC,Cabbage,1900.0
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ) APMC,Raddish,2400.0
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ) APMC,Marigold(Calcutta),19000.0
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ) APMC,Banana,3750.0
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ) APMC,Brinjal,5750.0
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ) APMC,Coriander(Leaves),6000.0
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ) APMC,Tapioca,2250.0
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ) APMC,Coconut,4750.0
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ) APMC,Carrot,4750.0
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,4750.0
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),5300.0
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ) APMC,Beans,7500.0
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ) APMC,Ginger(Green),9000.0
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ) APMC,Tender Coconut,3000.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Banana,4250.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Mango,13500.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Garlic,12500.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Brinjal,4100.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),5750.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Amaranthus,5750.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Coconut,5650.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),2750.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),3750.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Thondekai,2750.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Chow Chow,1750.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Guava,7500.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,3750.0
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ) APMC,Potato,2500.0
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ) APMC,Tomato,1750.0
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ) APMC,Pumpkin,1500.0
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ) APMC,Green Chilli,3800.0
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ) APMC,Cowpea(Veg),3800.0
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ) APMC,Beetroot,3800.0
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ) APMC,Raddish,2500.0
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ) APMC,Drumstick,2200.0
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ) APMC,Mint(Pudina),3000.0
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ) APMC,Potato,3500.0
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ) APMC,Cauliflower,3500.0
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ) APMC,Brinjal,4250.0
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ) APMC,Bitter gourd,3500.0
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ) APMC,Bottle gourd,1250.0
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ) APMC,Carrot,3500.0
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ) APMC,Lime,1750.0
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ) APMC,Lemon,13500.0
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ) APMC,Tomato,1750.0
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ) APMC,Cluster beans,3750.0
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ) APMC,Ashgourd,1250.0
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ) APMC,Pumpkin,1250.0
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ) APMC,Snakeguard,2250.0
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ) APMC,Raddish,2250.0
Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ) APMC,Potato,2750.0
Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),3750.0
Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ) APMC,Amaranthus,1750.0
Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ) APMC,Snakeguard,2750.0
Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ) APMC,Drumstick,2750.0
Tamil Nadu,Pudukkottai,Viralimalai(Uzhavar Sandhai ) APMC,Banana,5500.0
Tamil Nadu,Pudukkottai,Viralimalai(Uzhavar Sandhai ) APMC,Pumpkin,1400.0
Tamil Nadu,Pudukkottai,Viralimalai(Uzhavar Sandhai ) APMC,Amaranthus,1850.0
Tamil Nadu,Pudukkottai,Viralimalai(Uzhavar Sandhai ) APMC,Banana - Green,2750.0
Tamil Nadu,Pudukkottai,Viralimalai(Uzhavar Sandhai ) APMC,Raddish,1850.0
Tamil Nadu,Pudukkottai,Viralimalai(Uzhavar Sandhai ) APMC,Mint(Pudina),4600.0
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ) APMC,Cauliflower,4900.0
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ) APMC,Cabbage,2750.0
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ) APMC,Green Avare(W),7750.0
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ) APMC,Chow Chow,3250.0
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ) APMC,Jasmine,67500.0
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ) APMC,Mint(Pudina),6250.0
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ) APMC,Soyabean,8500.0
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ) APMC,Potato,3750.0
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ) APMC,Brinjal,5750.0
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ) APMC,Amaranthus,3900.0
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ) APMC,Green Chilli,5750.0
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ) APMC,Beans,6500.0
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ) APMC,Ginger(Green),9500.0
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ) APMC,Coconut,5900.0
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ) APMC,Cabbage,2750.0
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ) APMC,Snakeguard,4750.0
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ) APMC,Green Avare(W),7500.0
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ) APMC,Marigold(Calcutta),7500.0
Tamil Nadu,Ramanathapuram,Kamuthi(Uzhavar Sandhai ) APMC,Brinjal,5750.0
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Groundnut,6750.0
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Onion,2800.0
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Coriander(Leaves),3300.0
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Mousambi(Sweet Lime),3250.0
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Bottle gourd,1900.0
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Pumpkin,1900.0
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),5200.0
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Green Chilli,3300.0
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Beans,8600.0
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Tapioca,3250.0
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),4300.0
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Thondekai,3250.0
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Capsicum,6750.0
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Chow Chow,3700.0
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Lemon,5500.0
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Colacasia,5750.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Groundnut,6500.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Banana,4250.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Onion,2800.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Potato,3100.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Mousambi(Sweet Lime),3250.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Cowpea(Veg),4500.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Beans,8250.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Chow Chow,3200.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Drumstick,3500.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Guava,5500.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Lemon,9500.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Onion Green,4500.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Tube Rose(Loose),7500.0
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Tomato,1550.0
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Cluster beans,3750.0
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Bottle gourd,1250.0
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Ashgourd,1350.0
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),4750.0
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Green Chilli,3750.0
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Beans,7500.0
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Coconut,4500.0
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Snakeguard,3250.0
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Drumstick,3500.0
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Guava,5500.0
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Mint(Pudina),3000.0
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ) APMC,Papaya,2750.0
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ) APMC,Beans,8500.0
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ) APMC,Carrot,5600.0
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ) APMC,Raddish,2200.0
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ) APMC,Green Avare(W),4750.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Mango,19500.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Potato,2900.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Green Chilli,3900.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Sweet Potato,3750.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Carrot,5250.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Cabbage,3100.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Snakeguard,3100.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Beetroot,5250.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),6000.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Guava,5500.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Pomegranate,19500.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Onion Green,3200.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Sweet Corn ,3250.0
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Brinjal,2250.0
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Coriander(Leaves),2750.0
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Tomato,1600.0
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Cluster beans,3750.0
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Ashgourd,1500.0
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),4750.0
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Ginger(Green),7500.0
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Snakeguard,2900.0
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Apple,19000.0
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Bitter gourd,3750.0
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Pumpkin,1700.0
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Carrot,4750.0
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Cabbage,2750.0
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Beetroot,3750.0
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Green Avare(W),7000.0
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Chow Chow,2900.0
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Indian Beans(Seam),6250.0
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Onion Green,2800.0
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Potato,2800.0
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Brinjal,2750.0
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Bitter gourd,3800.0
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Amaranthus,2250.0
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Coconut,4750.0
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Ridgeguard(Tori),4600.0
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),3750.0
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Lemon,9500.0
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Amla(Nelli Kai),6750.0
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Coriander(Leaves),4400.0
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Tomato,1700.0
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Bitter gourd,3500.0
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Ginger(Green),8700.0
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Ridgeguard(Tori),3500.0
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Knool Khol,3500.0
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Guava,7700.0
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ) APMC,Cauliflower,3100.0
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ) APMC,Banana - Green,3000.0
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ) APMC,Guava,7900.0
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ) APMC,Onion Green,4300.0
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Banana,3750.0
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Bottle gourd,2600.0
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Pumpkin,2200.0
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Green Chilli,3400.0
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Banana - Green,3300.0
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),4000.0
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Raddish,2700.0
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Drumstick,5000.0
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Mint(Pudina),3250.0
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Papaya,4250.0
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Ginger(Green),8950.0
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Coconut,5750.0
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Carrot,3500.0
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Chow Chow,3250.0
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),2250.0
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Guava,7950.0
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Yam(Ratalu),6250.0
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Onion Green,3750.0
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ) APMC,Tomato,1750.0
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ) APMC,Bottle gourd,2500.0
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ) APMC,Pumpkin,2100.0
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ) APMC,Green Chilli,3250.0
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ) APMC,Carrot,3750.0
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ) APMC,Cabbage,2000.0
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ) APMC,Chow Chow,3000.0
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ) APMC,Guava,7750.0
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ) APMC,Mint(Pudina),3000.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Potato,2600.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Cauliflower,4000.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Coriander(Leaves),3500.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Tomato,1600.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Cluster beans,4000.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Bottle gourd,2000.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Betal Leaves,18000.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Raddish,2400.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),3600.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Colacasia,4600.0
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Potato,2600.0
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Bottle gourd,2600.0
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Green Chilli,3800.0
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Beans,7800.0
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Snakeguard,3800.0
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),5600.0
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Lime,4000.0
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,4600.0
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Colacasia,8000.0
Tamil Nadu,Thanjavur,Tirukattupalli(Uzhavar Sandhai ) APMC,Banana,6500.0
Tamil Nadu,Thanjavur,Tirukattupalli(Uzhavar Sandhai ) APMC,Pumpkin,2000.0
Tamil Nadu,Thanjavur,Tirukattupalli(Uzhavar Sandhai ) APMC,Green Chilli,3000.0
Tamil Nadu,Thanjavur,Tirukattupalli(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),3600.0
Tamil Nadu,Thanjavur,Tirukattupalli(Uzhavar Sandhai ) APMC,Onion Green,3600.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Banana,5250.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Onion,2450.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Water Melon,2250.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Bitter gourd,3000.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Bottle gourd,1300.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Sweet Potato,2500.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Capsicum,4500.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Pomegranate,20000.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Yam(Ratalu),5000.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Mashrooms,23000.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Onion Green,3250.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Mint(Pudina),2500.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Sweet Corn ,5000.0
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),3800.0
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Cowpea(Veg),2000.0
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Carrot,2900.0
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Snakeguard,2500.0
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),2500.0
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,2900.0
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Mashrooms,22500.0
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ) APMC,Cauliflower,2500.0
